roundness,aspect_ratio,narrow_factor,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,mean_R,mean_B,std_R,std_G,std_B,skewness_R,skewness_G,skewness_B,kurtosis_B,contrast,correlation,energy,homogeneity,class
0.47984,1.2108,1.0554,0.16847,0.001014,0.000361,0,0,0,78.622,17.494,16.498,18.869,21.685,0.18922,-0.20069,1.5243,6.1492,0.17696,0.98382,0.22957,0.91852,6
0.58229,1.2696,1.1126,0.16559,0.001505,0.000083,0.000001,0,0,68.063,1.5066,17.224,18.35,9.4503,0.25271,0.049698,9.2924,108.46,0.219,0.98295,0.20833,0.89777,6
0.58987,1.4902,1.0646,0.17601,0.00445,0.000141,0.000014,0,0.000001,89.899,6.2381,18.65,20.226,15.625,-0.25918,-0.36601,3.5462,19.52,0.21567,0.97661,0.22516,0.89951,6
0.58224,1.2332,1.048,0.16527,0.001166,0.000107,0.000002,0,0,78.385,22.336,16.734,19.547,22.595,0.088031,-0.16524,0.90284,3.7773,0.19188,0.98048,0.21806,0.91023,6
0.48904,1.303,1.1372,0.16795,0.001888,0.000118,0.000001,0,0,70.441,26.154,19.029,20.574,25.169,0.41866,0.16343,0.91181,3.9096,0.22077,0.98305,0.19681,0.89926,6
0.411,1.2838,1.131,0.16738,0.001678,0.000025,0.000001,0,0,79.767,19.635,17.322,20.378,23.565,0.43089,0.1282,1.4476,5.7015,0.18925,0.98514,0.21695,0.9139,6
0.54375,1.3954,1.1011,0.17005,0.002987,0.000109,0.000002,0,0,75.55,21.644,18.462,19.377,24.118,0.35734,0.13276,1.0716,3.9354,0.22081,0.98198,0.2014,0.89677,6
0.55175,1.3569,1.1184,0.1682,0.00248,0.000047,0.000001,0,0,73.226,3.3899,16.754,17.967,12.245,0.21636,0.075674,5.5931,44.617,0.21291,0.98236,0.20737,0.90092,6
0.55455,1.0912,1.1386,0.16276,0.000201,0.000061,0,0,0,80.311,10.432,18.182,19.678,19.174,-0.10437,-0.29595,2.4053,10.359,0.22609,0.97889,0.20899,0.89616,6
0.50991,1.0093,1.1764,0.16714,0.000002,0.000381,0.000002,0,0,77.482,17.412,18.765,20.321,22.726,0.12303,-0.10569,1.5183,5.8663,0.18976,0.98478,0.21395,0.91212,6
0.59216,1.3509,1.0937,0.16911,0.002438,0.000098,0.000002,0,0,76.54,13.217,19.547,21.516,21.388,0.12027,-0.18254,1.8542,6.7257,0.22907,0.97987,0.18563,0.89406,6
0.66409,1.2887,1.1286,0.16658,0.001711,0.000042,0,0,0,75.809,13.407,18.576,18.908,19.756,0.13395,-0.023804,1.6186,5.578,0.21558,0.98239,0.20284,0.89744,6
0.61324,1.3777,1.1008,0.16955,0.00276,0.000115,0.000002,0,0,73.578,6.2004,18.942,20.041,15.093,0.27155,-0.013453,3.2828,16.587,0.22881,0.98169,0.19637,0.8926,6
0.60532,1.1051,1.1037,0.16381,0.000266,0.000067,0.000001,0,0,75.882,15.587,18.027,18.42,20.75,0.24383,0.042239,1.6179,6.0644,0.24771,0.97646,0.19298,0.88386,6
0.6196,1.2227,1.1289,0.16423,0.001061,0.000111,0.000001,0,0,77.763,10.596,17.01,18.186,17.487,0.27542,-0.010733,2.1333,8.7606,0.21011,0.98215,0.21045,0.89883,6
0.63185,1.23,1.0926,0.16523,0.001138,0.000153,0.000002,0,0,73.242,11.055,19.801,19.546,19.439,0.18258,0.11699,2.001,6.9557,0.24415,0.97925,0.18444,0.8835,6
0.64392,1.2275,1.1256,0.16818,0.001156,0.000181,0.000002,0,0,74.564,15.626,16.41,18.705,19.52,0.24438,-0.050704,1.4993,6.303,0.18689,0.985,0.21354,0.91402,6
0.67493,1.3496,1.0918,0.16813,0.002397,0.000101,0.000002,0,0,70.706,7.6033,15.696,17.348,14.09,-0.021039,-0.23239,2.2226,8.4849,0.17616,0.98626,0.21988,0.91548,6
0.55856,1.301,1.0432,0.16779,0.001863,0.000147,0.000005,0,0,77.032,21.969,17.004,17.695,22.047,0.24425,0.034825,0.87798,3.5168,0.20127,0.98026,0.21484,0.90458,6
0.62997,1.3016,1.0821,0.16608,0.001831,0.000083,0.000001,0,0,83.417,9.1007,14.839,16.739,15.01,0.10521,-0.068368,2.0928,8.8715,0.18238,0.9839,0.2437,0.91321,6
0.65174,1.1952,1.0279,0.16318,0.000829,0.000082,0.000001,0,0,76.54,16.798,16.212,18.628,18.996,0.229,-0.033787,1.0675,3.9012,0.19508,0.98161,0.20813,0.90657,6
0.56089,1.163,1.0774,0.18541,0.000772,0.000315,0.000054,0,0.000001,77.229,12.999,16.8,19.083,20.545,0.62582,0.22815,2.0988,8.5405,0.21384,0.98346,0.20821,0.90362,6
0.4585,1.4455,1.1236,0.17278,0.003712,0.000164,0.000007,0,0,75.143,0.87574,18.181,18.756,7.3909,0.086182,-0.021862,12.946,208.26,0.21592,0.98126,0.21364,0.89865,6
0.60491,1.1179,1.1556,0.16365,0.00033,0.000148,0,0,0,76.592,8.1325,15.789,17.01,14.682,-0.062712,-0.19225,2.4969,12.351,0.17231,0.98606,0.23793,0.91856,6
0.62396,1.2595,1.1103,0.16721,0.001437,0.000097,0.000006,0,0,79.745,13.503,15.092,16.867,17.476,0.030064,-0.3244,1.4819,6.0546,0.16295,0.98551,0.24141,0.92308,6
0.5781,1.2356,1.1203,0.1655,0.00119,0.000177,0.000001,0,0,78.114,22.101,17.517,19.501,23.366,0.15611,-0.088114,0.90949,3.4195,0.19841,0.9837,0.21121,0.90631,6
0.59079,1.3391,1.1227,0.16875,0.002296,0.000121,0.000003,0,0,67.857,0.70507,21.675,20.906,6.8078,-0.029218,-0.057326,13.501,227.38,0.23247,0.98071,0.18839,0.89025,6
0.61115,1.2731,1.1536,0.16802,0.001584,0.000102,0.000001,0,0,69.975,14.036,17.853,18.58,20.077,0.56629,0.087223,1.7756,6.8586,0.1939,0.98543,0.21385,0.90867,6
0.66204,1.211,1.1023,0.16328,0.000954,0.000068,0.000001,0,0,71.625,0.54647,16.348,16.695,4.7436,-0.18725,-0.1733,13.262,234.29,0.21753,0.9805,0.21279,0.89527,6
0.508,1.2357,1.1768,0.16593,0.001197,0.000116,0.000001,0,0,71.477,8.3715,17.22,18.119,15.836,0.31465,0.11066,2.4214,10.412,0.20237,0.98486,0.21172,0.90311,6
0.4747,1.4279,1.1304,0.17247,0.003476,0.0001,0.000001,0,0,78.834,23.138,18.755,19.048,24.096,0.47317,0.25463,0.98567,3.8323,0.20342,0.9835,0.20918,0.9044,6
0.56346,1.2768,1.1133,0.16618,0.001585,0.000106,0.000001,0,0,71.369,4.6996,16.28,17.327,12.801,0.26219,0.047997,4.6133,32.812,0.19065,0.98505,0.21738,0.90937,6
0.54739,1.276,1.1149,0.16773,0.001607,0.000123,0.000002,0,0,76.007,17.483,20.305,20.284,22.965,0.62853,0.20086,1.4832,5.2833,0.25256,0.97919,0.182,0.88244,6
0.58288,1.2395,1.1599,0.16596,0.001231,0.000128,0.000001,0,0,75.004,18.508,20.282,21.028,22.675,0.47679,0.050972,1.3457,5.239,0.18691,0.98487,0.20597,0.9136,6
0.55035,1.2705,1.116,0.16696,0.001539,0.000151,0.000001,0,0,75.449,22.661,19.506,20.959,24.527,0.32321,-0.029156,1.1292,4.2938,0.19001,0.98434,0.20243,0.91156,6
0.61181,1.3072,1.1012,0.16719,0.001914,0.000132,0.000002,0,0,70.342,4.7135,18.936,18.918,13.799,0.29863,0.10519,4.2651,26.716,0.22873,0.98207,0.20072,0.8931,6
0.59005,1.1359,1.1466,0.16416,0.000433,0.000108,0.000002,0,0,80.926,30.336,15.982,16.675,22.157,0.5713,0.39598,0.5115,3.447,0.23218,0.97251,0.22912,0.88967,6
0.56341,1.1766,1.1598,0.16379,0.000697,0.000064,0,0,0,79.962,20.33,18.549,18.948,23.14,0.15382,-0.055037,1.2816,5.2305,0.2146,0.98127,0.21395,0.9002,6
0.56596,1.1796,1.1426,0.16756,0.000752,0.00011,0.000001,0,0,77.706,23.388,19.654,20.719,24.526,0.12403,-0.14702,0.99705,3.9891,0.20976,0.98269,0.20202,0.90313,6
0.5507,1.2946,1.0766,0.16681,0.001776,0.000115,0.000001,0,0,75.628,11.736,18.053,18.926,18.784,0.19036,0.025379,2.132,8.9316,0.21359,0.98165,0.20422,0.89862,6
0.58608,1.2863,1.1409,0.16639,0.001683,0.000072,0.000001,0,0,77.574,18.756,15.422,17.797,20.581,0.40866,0.076607,1.2092,5.0609,0.17208,0.98652,0.2261,0.91927,6
0.54945,1.2948,1.0948,0.16627,0.001767,0.000127,0.000001,0,0,74.382,18.127,16.473,18.165,21.097,0.41421,0.1692,1.1976,4.2396,0.20754,0.98274,0.20185,0.90217,6
0.57755,1.358,1.111,0.16884,0.002512,0.000099,0.000002,0,0,70.906,11.454,20.337,21.641,20.187,0.29889,0.06487,2.1377,7.979,0.23428,0.98177,0.18788,0.89271,6
0.58588,1.2698,1.0915,0.16715,0.001535,0.000158,0.000003,0,0,79.015,29.682,17.303,19.871,24.629,0.20526,-0.0737,0.61539,3.5293,0.18103,0.98469,0.21987,0.91614,6
0.61339,1.2649,1.1244,0.16555,0.00146,0.000073,0.000001,0,0,70.673,19.445,17.743,18.887,21.929,0.3215,0.146,1.1987,4.4947,0.20688,0.98345,0.20037,0.90307,6
0.54194,1.2368,1.128,0.16827,0.001241,0.000495,0.000006,0,0,75.605,5.1196,18.836,18.23,14.244,0.19904,0.097597,4.1984,26.651,0.20694,0.98292,0.2195,0.90194,6
0.58648,1.1985,1.1066,0.1639,0.000862,0.000068,0,0,0,73.824,13.598,17.328,18.246,19.705,0.20931,0.10833,1.7218,6.5986,0.20721,0.98264,0.20523,0.902,6
0.61789,1.1251,1.1121,0.16308,0.000366,0.000041,0,0,0,79.015,23.369,18.077,18.087,23.416,0.051065,-0.070187,0.9758,4.1527,0.20372,0.98207,0.22019,0.90507,6
0.56378,1.0787,1.1325,0.16392,0.000154,0.000125,0.000002,0,0,70.984,14.789,21.427,20.98,22.578,0.068423,0.033113,1.7386,6.1295,0.24354,0.97673,0.18173,0.88756,6
0.60167,1.256,1.0365,0.16506,0.001368,0.000057,0.000001,0,0,75.464,23.386,19.764,21.385,25.922,0.32446,0.014613,1.0318,3.6097,0.24605,0.97536,0.17758,0.88585,6
0.58096,1.2414,1.141,0.16534,0.001239,0.000137,0.000001,0,0,79.905,15.669,17.011,17.762,20.44,0.43311,0.085702,1.7823,7.7963,0.18713,0.98357,0.24011,0.91331,6
0.29307,5.5463,1.0967,0.49711,0.21698,0.006827,0.002376,0.00001,0.000623,68.385,0.55182,17.293,21.266,4.9636,1.224,0.7264,11.614,163.3,0.29818,0.97654,0.23019,0.87569,7
0.33795,5.6904,1.0482,0.47241,0.19723,0.001186,0.000915,0.000001,0.0004,62.205,0.75505,17.774,20.137,5.3154,1.0427,0.53635,9.2242,102.54,0.27052,0.97588,0.27201,0.88541,7
0.25982,5.9318,1.0774,0.51872,0.24015,0.006105,0.003395,0.000009,0.001388,74.69,7.2895,17.77,18.353,14.401,0.89864,0.47151,2.6303,11.294,0.27655,0.97447,0.19079,0.87858,7
0.29661,6.0881,1.0904,0.51307,0.2363,0.002192,0.001683,0.000002,0.000773,63.123,0.094752,18.941,19.632,1.7397,-0.015978,-0.064614,30.513,1387.9,0.26956,0.97906,0.20708,0.88212,7
0.30923,5.5659,1.0959,0.46587,0.19074,0.00105,0.000661,0,0.000257,60.247,0.53326,19.195,20.566,4.5941,0.50919,0.36726,12.776,220.73,0.28321,0.97723,0.22749,0.87751,7
0.29511,5.6495,1.0939,0.49604,0.21706,0.00418,0.001033,0.000002,0.00013,59.721,1.516,19.516,19.51,6.816,0.57025,0.43427,6.2076,50.489,0.2275,0.98517,0.24986,0.90141,7
0.26159,5.8405,1.115,0.52719,0.24717,0.007599,0.003086,0.000016,0.00097,63.154,0.38969,16.77,18.99,3.7886,0.75569,0.40255,14.53,290.24,0.20822,0.98737,0.28841,0.91358,7
0.27886,5.0749,1.0931,0.47909,0.19649,0.008519,0.0012,-0.000005,-0.000239,67.036,1.7893,18.505,20.489,8.1423,0.79969,0.57458,6.0453,47.435,0.18622,0.98842,0.33266,0.92106,7
0.30542,5.8344,1.0895,0.495,0.21785,0.00272,0.00104,0.000001,0.000322,70.408,0.9337,15.459,18.216,4.9287,0.54407,0.34013,7.7075,80.952,0.23398,0.9836,0.23118,0.89808,7
0.30424,5.9043,1.1001,0.4914,0.2153,0.000654,0.00055,0,0.000255,60.642,1.0656,20.423,20.414,6.8353,0.61697,0.52369,8.299,86.257,0.32145,0.97109,0.22442,0.86399,7
0.3225,5.6332,1.0945,0.47227,0.19661,0.001658,0.000966,0.000001,0.000374,61.216,0.68563,19.34,20.856,5.2501,0.64957,0.49615,9.5113,103.72,0.27448,0.97949,0.22953,0.88102,7
0.29916,6.0585,1.0971,0.50915,0.23246,0.003019,0.002174,0.000004,0.000989,76.536,1.0498,16.818,17.514,5.982,0.29066,0.20502,7.2372,63.36,0.23984,0.98012,0.22444,0.89484,7
0.2838,6.4065,1.1046,0.53313,0.25783,0.002386,0.001551,0.000002,0.000713,64.033,0.17027,16.636,18.361,2.7246,0.70201,0.55314,22.392,638.41,0.28985,0.97639,0.23955,0.87697,7
0.32349,5.4129,1.114,0.45245,0.17858,0.000658,0.000488,0,0.000196,62.773,1.6859,17.5,19.429,6.7515,0.48848,0.25644,6.0478,54.088,0.20345,0.98743,0.26543,0.91067,7
0.24589,6.737,1.1183,0.58199,0.31014,0.004731,0.001407,0.000004,0.000377,60.121,0.53811,18.176,18.78,4.0915,0.3299,0.20113,11.708,198.95,0.20937,0.9874,0.28538,0.91194,7
0.27469,6.484,1.0982,0.53389,0.25917,0.000156,0.000138,0,0.000069,59.55,0.69351,21.52,19.767,4.8868,0.47841,0.2454,10.659,161.12,0.23616,0.98471,0.23988,0.89778,7
0.272,6.7061,1.1018,0.5501,0.27685,0.00014,0.000101,0,0.000049,72.683,2.7489,19.096,20.175,9.4452,0.6993,0.30555,4.7379,30.321,0.2986,0.97008,0.19254,0.87062,7
0.33427,5.4134,1.0993,0.45069,0.1772,0.000063,0.000058,0,0.000024,69.018,5.0591,16.419,19.201,11.425,0.74209,0.31843,2.9522,13.075,0.24683,0.98029,0.22291,0.89045,7
0.28722,5.7056,1.1018,0.50275,0.22352,0.003824,0.001155,0,0.000233,76.33,9.3826,15.345,17.978,15.034,0.67173,0.18375,1.8838,6.4827,0.14274,0.99031,0.36254,0.93728,7
0.30508,5.8667,1.1056,0.48759,0.21166,0.000509,0.000341,0,0.000142,61.373,0.79262,17.028,20.368,5.4238,0.80203,0.47257,9.3045,117.03,0.23867,0.98405,0.26402,0.89933,7
0.28157,6.3697,1.1021,0.52853,0.25312,0.001227,0.001033,0.000001,0.000515,57.746,0.79154,19.859,20.819,5.0798,0.52015,0.32956,8.8846,100.58,0.24752,0.98369,0.24468,0.89528,7
0.29543,5.9177,1.1028,0.49958,0.22264,0.002891,0.001857,0.000004,0.000783,63.656,1.7801,17.631,21.361,7.7762,0.75755,0.35761,6.0707,50.954,0.19604,0.98857,0.29549,0.91683,7
0.29006,5.7992,1.1089,0.49074,0.21381,0.003312,0.002046,0.000007,0.000845,62.254,0.51797,15.578,19.275,3.5741,0.50486,0.23295,11.853,217.66,0.23849,0.98328,0.26369,0.89888,7
0.24994,6.7398,1.0957,0.57799,0.30591,0.003831,0.001221,0.000002,0.000345,55.632,2.4279,23.55,23.22,9.7905,0.71324,0.49081,5.4014,38.56,0.3044,0.97584,0.19767,0.86938,7
0.2396,6.4963,1.1144,0.55742,0.28262,0.002343,0.000753,0.000001,0.000191,60.402,1.4726,20.265,20.821,6.8572,0.44913,0.22902,6.8045,64.368,0.22871,0.98631,0.27381,0.90423,7
0.27632,6.3224,1.1028,0.53226,0.25631,0.003556,0.002383,0.000005,0.001124,59.336,0.66812,18.811,20.13,4.6468,0.43662,0.23243,10.324,143.73,0.18835,0.98901,0.31443,0.92129,7
0.26029,6.6262,1.1145,0.56005,0.28634,0.002193,0.001869,0.000005,0.000964,58.229,1.7225,20.504,20.244,6.9174,0.37796,0.3238,5.9107,47.941,0.27967,0.97906,0.21607,0.87997,7
0.27552,6.2866,1.0961,0.52201,0.24626,0.000444,0.000297,0,0.000131,60.656,1.0861,20.372,22.018,6.249,0.58151,0.29391,8.1338,86.42,0.29222,0.97706,0.20751,0.87271,7
0.30839,5.7056,1.1039,0.47336,0.19815,0.000928,0.000711,0.000001,0.000308,72.105,10.369,16.695,18.849,14.81,0.56108,0.38235,1.7727,6.6548,0.17574,0.98847,0.25618,0.92122,7
0.27645,6.3398,1.0936,0.53194,0.25615,0.001353,0.000514,0,0.000159,60.55,1.1083,20.978,21.737,6.0811,0.14652,-0.062383,7.7419,74.992,0.20634,0.98759,0.26722,0.91106,7
0.30151,5.9785,1.1119,0.4944,0.21855,0.000855,0.000717,0,0.000334,62.723,0.17226,17.529,19.32,2.6552,0.64415,0.51648,20.579,542.02,0.2866,0.97683,0.24435,0.8783,7
0.27721,6.5459,1.1146,0.53993,0.26554,0.000931,0.00081,0.000001,0.000416,66.013,1.7753,17.398,21.529,8.8982,1.1863,0.62794,6.4129,52.09,0.3109,0.97516,0.2363,0.87483,7
0.32199,5.4991,1.1013,0.46229,0.18722,0.002177,0.001527,0.000002,0.00063,64.903,0.86518,17.684,20.151,6.1948,0.99301,0.67072,9.0291,97.706,0.28977,0.97677,0.23606,0.87606,7
0.33308,5.2713,1.1059,0.4417,0.16893,0.000801,0.000467,0,0.000171,66.302,5.5325,16.479,19.017,11.854,0.95262,0.53603,3.0178,14.244,0.22446,0.98269,0.24956,0.90155,7
0.25421,6.5933,1.1263,0.56477,0.29092,0.002766,0.001721,0.000002,0.000847,68.164,5.7421,18.458,19.447,12.645,0.77777,0.50558,2.8044,11.986,0.28668,0.97591,0.2011,0.87659,7
0.27349,6.3988,1.0811,0.5489,0.27324,0.003622,0.001004,0.000001,0.000202,60.133,0.38221,19.257,19.479,3.8776,0.87393,0.71053,13.175,214.77,0.25918,0.98195,0.2552,0.89421,7
0.30857,5.829,1.1098,0.48245,0.2069,0.000949,0.000805,0.000001,0.000365,64.775,0.16383,16.157,18.075,2.2906,0.76958,0.58238,24.284,900.08,0.27568,0.97686,0.24322,0.88129,7
0.25762,6.5968,1.1102,0.5622,0.2883,0.003209,0.002449,0.00001,0.001221,69.774,1.1148,15.003,19.869,5.6939,0.72377,0.16822,7.7119,81.771,0.26331,0.97907,0.22957,0.88656,7
0.25227,6.4392,1.1212,0.5565,0.28121,0.004374,0.001395,0.000004,0.000377,61.604,1.7132,19.043,21.331,7.18,0.48856,0.26325,6.0499,49.547,0.22785,0.98619,0.25917,0.90395,7
0.30961,5.6792,1.1045,0.47874,0.20245,0.001975,0.0009,0.000001,0.000308,64.021,0.21891,17.159,19.755,2.9182,0.746,0.45397,20.94,607.61,0.2759,0.9788,0.23682,0.88182,7
0.30101,6.0923,1.0959,0.50493,0.2289,0.002072,0.001676,0.000002,0.00079,76.845,7.7241,14.666,16.713,13.991,0.67207,0.52168,2.3607,9.5254,0.23692,0.98109,0.21361,0.89469,7
0.28121,5.6049,1.1136,0.50669,0.22603,0.00629,0.00113,-0.000001,-0.000046,69.544,3.0582,17.094,20.266,9.1382,0.767,0.31263,4.1474,23.52,0.25363,0.9813,0.21713,0.89129,7
0.31239,5.6558,1.1112,0.47082,0.19561,0.000165,0.00009,0,0.000033,70.426,4.9641,16.676,19.584,12.777,0.9864,0.57622,4.0415,24.289,0.23486,0.9829,0.22837,0.89544,7
0.31994,5.5635,1.0984,0.46183,0.18742,0.000742,0.0006,0.000001,0.000258,63.58,1.5983,16.596,19.964,6.6861,0.95188,0.56125,6.2532,56.257,0.24641,0.98112,0.26912,0.89503,7
0.29374,5.6806,1.0961,0.481,0.20438,0.001213,0.00089,0.000001,0.000365,62.579,5.8189,18.316,20.569,12.045,0.63136,0.37421,2.7428,12.092,0.22669,0.98503,0.24061,0.90164,7
0.30104,6.0559,1.0812,0.50559,0.2292,0.001238,0.000611,0,0.000227,65.118,1.2121,16.676,19.963,6.5882,1.0007,0.60544,7.0439,61.773,0.14037,0.99147,0.39477,0.94002,7
0.29096,5.9204,1.1141,0.50383,0.22646,0.003202,0.001544,0.000004,0.000565,71.99,0.27458,17.1,17.962,2.9654,0.41028,0.33567,15.327,300.53,0.25463,0.97984,0.20963,0.88916,7
0.30884,5.5719,1.088,0.48181,0.20407,0.004219,0.002145,0.000008,0.000767,67.563,3.8318,16.872,20.891,10.728,0.97161,0.52337,3.8223,20.559,0.22671,0.98428,0.24723,0.90146,7
0.31901,5.6098,1.0962,0.47017,0.19467,0.001688,0.001423,0.000002,0.000628,62.615,0.95008,18.307,22.276,6.468,1.0027,0.57555,8.4982,86.55,0.2855,0.98024,0.23283,0.88268,7
0.30552,5.6737,1.1164,0.47385,0.19829,0.000127,0.000125,0,0.000056,68.229,2.0904,18.18,20.963,9.2272,1.1519,0.7213,5.6916,40.695,0.27804,0.97605,0.23575,0.8824,7
0.28595,6.1622,1.104,0.51794,0.24144,0.000948,0.000578,0,0.000239,65.3,0.14617,17.015,17.654,2.2761,0.37335,0.32839,23.311,724.41,0.26948,0.97701,0.20513,0.88076,7
0.28981,5.6539,1.0892,0.4704,0.19524,0.001485,0.00114,0.000002,0.00049,63.297,3.727,17.26,21.148,10.37,0.85647,0.48707,3.8664,21.404,0.25666,0.9794,0.25095,0.88936,7
0.31038,5.638,1.1031,0.47356,0.19773,0.001128,0.000768,0.000001,0.000322,66.042,9.5752,16.462,21.14,14.948,1.0051,0.54193,2.0097,7.6167,0.24515,0.98145,0.22978,0.89093,7
0.30749,5.3673,1.1033,0.44894,0.17541,0.00143,0.001071,0.000002,0.000438,72.797,9.846,16.588,17.91,15.795,0.80282,0.53016,1.9712,6.9911,0.24606,0.97776,0.20487,0.89026,7
0.28054,5.7658,1.0977,0.49017,0.21302,0.002315,0.000705,0.000001,0.000162,63.098,1.0422,18.304,21.533,6.0834,0.38222,0.11816,8.3983,90.568,0.27212,0.97789,0.22,0.87876,7
0.30445,5.6007,1.1006,0.48718,0.20892,0.003185,0.001122,0.000002,0.000287,72.149,11.624,17.041,19.504,17.313,0.30966,0.035569,1.6223,5.2153,0.2322,0.98293,0.21142,0.89952,7
0.29328,6.1239,1.1008,0.51069,0.23441,0.001104,0.000312,0,0.000068,76.511,9.5241,13.908,15.909,14.198,1.1532,0.93995,1.7982,6.4521,0.25525,0.97973,0.21299,0.88989,7
0.23573,4.5288,1.0496,0.52585,0.22749,0.027395,0.003415,-0.000044,-0.001399,73.083,5.1024,19.645,22.012,13.085,0.79244,0.45054,3.3127,15.154,0.16997,0.98884,0.34133,0.926,7
0.32315,5.3461,1.114,0.44627,0.17314,0.000987,0.000805,0.000001,0.000335,63.277,4.9246,18.577,20.885,11.555,0.54503,0.35978,3.3428,17.423,0.21017,0.98653,0.24725,0.90807,7
0.32657,5.5992,1.1008,0.46561,0.19082,0.000758,0.000467,0,0.000181,57.747,3.51,19.076,22.653,9.3883,0.38157,0.30163,3.6809,20.768,0.24994,0.98088,0.22613,0.8892,7
0.28401,6.7522,1.0628,0.56119,0.28848,0.001053,0.000251,0,0.000036,71.183,2.3419,24.616,22.169,11.196,0.99725,0.85142,5.4683,34.638,0.33887,0.96255,0.1721,0.85228,7
0.35437,5.4971,1.0433,0.46453,0.18903,0.001916,0.000683,0.000001,0.000187,57.766,2.1337,22.53,23.332,8.2352,0.62655,0.43019,5.1384,34.589,0.31128,0.96948,0.20066,0.86066,7
0.31072,5.5583,1.109,0.46908,0.19331,0.001861,0.000774,0.000001,0.000243,65.596,1.4875,17.55,21.684,6.4793,0.69865,0.32338,6.4268,61.331,0.26659,0.9797,0.23097,0.8849,7
0.28261,5.9626,1.1248,0.49649,0.22026,0.001672,0.001375,0.000002,0.000637,65.978,5.254,18.7,20.971,11.521,0.64362,0.2699,3.0273,14.682,0.24273,0.98148,0.2168,0.8917,7
0.2806,6.053,1.0895,0.53131,0.25309,0.004809,0.000707,-0.000001,-0.000118,57.693,0.83601,21.539,23.259,5.2627,0.47024,0.21149,8.8728,101.81,0.28776,0.98108,0.21305,0.87979,7
0.2706,6.0678,1.0958,0.55192,0.27325,0.008392,0.001818,0.000009,0.0002,61.115,0.26196,17.405,19.196,2.903,0.9587,0.58446,15.212,278.29,0.19054,0.98869,0.30499,0.92075,7
0.32887,5.2922,1.0787,0.45921,0.1828,0.00293,0.000556,0,0.000009,64.72,2.0614,18.764,19.295,7.7852,0.69009,0.29925,5.2681,38.676,0.23578,0.98232,0.23518,0.89735,7
0.31724,5.535,1.1134,0.46027,0.18591,0.000792,0.000661,0.000001,0.000285,63.679,0.84437,17.542,20.181,5.362,0.76573,0.43391,8.8737,104.64,0.23293,0.98392,0.25287,0.89941,7
0.30118,5.67,1.1025,0.47729,0.20114,0.001295,0.000425,0,0.000104,66.502,1.7208,16.75,18.85,6.5726,0.85673,0.53003,5.3235,37.529,0.23616,0.97988,0.23601,0.89391,7
0.2904,6.3737,1.0846,0.53317,0.25761,0.002599,0.001622,0.000005,0.000751,65.866,0.32621,17.012,18.44,3.3187,0.47813,0.38232,16.298,371.73,0.27588,0.97565,0.22582,0.88011,7
0.31642,5.3634,1.1082,0.4621,0.1858,0.002588,0.000645,0.000001,0.000089,60.794,0.36515,18.179,19.82,3.5521,1.0505,0.77811,13.566,261.77,0.24585,0.98024,0.2657,0.89207,7
0.29498,5.8753,1.0982,0.50104,0.22356,0.002479,0.000554,0,0.000062,57.309,0.74763,22.828,22.766,5.3777,0.54161,0.34647,9.8938,129.57,0.29334,0.97801,0.21175,0.87458,7
0.30007,4.9352,1.062,0.48605,0.20045,0.011152,0.001785,-0.000005,-0.000246,57.257,0.5114,21.097,20.591,4.1357,0.56058,0.34674,11.335,180.65,0.22823,0.98574,0.25194,0.9035,7
0.31937,5.6981,1.0962,0.47372,0.19839,0.00116,0.000821,0.000001,0.000349,58.198,0.62005,19.982,21.306,4.9234,0.67359,0.5266,10.231,125.46,0.24331,0.98343,0.24334,0.89397,7
0.31421,5.7302,1.1037,0.48024,0.20417,0.00079,0.000329,0,0.000103,70.725,1.3268,16.515,19.626,5.6109,0.30771,0.14518,6.0364,49.77,0.24939,0.9779,0.20931,0.88911,7
0.77812,1.07,1.0674,0.16081,0.000118,0.000064,0,0,0,46.769,0.98586,15.074,21.209,6.2232,1.5434,1.2117,9.2127,114.73,0.16849,0.98998,0.24465,0.92045,8
0.74493,1.0555,1.052,0.16016,0.000075,0.000002,0,0,0,53.227,3.2177,15.271,19.988,10.98,1.867,1.0624,4.8228,32.246,0.18202,0.98742,0.2301,0.91447,8
0.77734,1.01,1.0402,0.1601,0.000003,0.000044,0,0,0,59.474,4.4403,12.501,16.954,11.83,2.1053,1.2425,3.903,22.471,0.13993,0.98926,0.33598,0.93421,8
0.63585,1.1859,1.0229,0.16291,0.000757,0.000044,0,0,0,59.001,9.1472,14.024,18.324,14.402,2.1239,1.1834,2.5404,11.718,0.14015,0.98927,0.30782,0.93412,8
0.74892,1.0589,1.0413,0.16237,0.000086,0.000076,0,0,0,53.167,3.8785,14.628,17.761,11.386,1.6442,1.0509,4.3663,28.436,0.14935,0.98961,0.28605,0.93114,8
0.74035,1.1805,1.0399,0.16196,0.00071,0.00001,0,0,0,57.81,8.3073,14.278,17.457,15.121,2.0571,1.419,2.6953,12.203,0.13913,0.98859,0.34971,0.93496,8
0.70942,1.0803,1.0497,0.16228,0.000156,0.000049,0,0,0,55.469,4.8243,13.848,18.638,12.736,2.2011,1.4274,3.886,22.184,0.17823,0.98724,0.25024,0.91652,8
